Industry,Topic,Domain,Employee_Size,Job_Level,iLead_Grade,Bombora_Score,Techno_Score,Intent_Signal,country
IT-Consulting,Data Automation,burbage-council.co.uk,201 to 500,Director,F,66,10,D,Seychelles
IT-Consulting,Data Automation,cdal.com,10001+,V-Level,F,66,10,D,Sierra Leone
IT-Consulting,Data Automation,ip-max.net,501 to 1000,V-Level,F,66,10,D,Singapore
IT-Consulting,Data Automation,paragonautomotive.co.uk,11 to 50,V-Level,F,66,10,D,Slovakia
IT-Consulting,Data Automation,ppgprint.co.uk,501 to 1000,Director,F,66,10,D,Slovenia
IT-Consulting,Data Automation,provvedo.com,10001+,Director,F,66,10,D,Solomon Islands
IT-Consulting,Data Automation,wyg.com,51 to 200,Director,F,66,10,D,Somalia
IT-Consulting,Data Automation,entanet.co.uk,5001 to 10000,Director,F,65,10,D,South Africa
IT-Consulting,Data Automation,bathspa.ac.uk,10001+,C-Level,F,65,10,D,South Georgia And The South Sandwich Islands
IT-Consulting,Data Automation,tvsscs.com,501 to 1000,Director,F,65,10,D,Soviet Union
IT-Consulting,Data Automation,southampton.ac.uk,1001 to 5000,Director,F,65,10,D,Spain
IT-Consulting,Data Automation,bristol.gov.uk,10001+,C-Level,F,65,10,D,Sri Lanka
IT-Consulting,Data Automation,bp.com,10001+,Director,F,65,10,D,St. Helena
IT-Consulting,Data Automation,1office.co.uk,201 to 500,Director,F,65,10,D,St. Pierre And Miquelon
IT-Consulting,Data Automation,arm.com,1001 to 5000,Director,F,65,10,D,Sudan
IT-Consulting,Data Automation,dowjones.com,10001+,C-Level,F,65,10,D,Suriname
IT-Consulting,Data Automation,rbc.com,501 to 1000,V-Level,F,65,10,D,Svalbard And Jan Mayen
IT-Consulting,Data Automation,southasiajournal.net,501 to 1000,C-Level,F,65,10,D,Swaziland
IT-Consulting,Data Automation,dowjones.com,1001 to 5000,Director,F,65,10,D,Sweden
IT-Consulting,Data Automation,swiftinter.net,1 to 10,Director,F,65,10,D,Switzerland
IT-Consulting,Data Automation,tameside.gov.uk,51 to 200,V-Level,F,65,10,D,Syrian Arab Republic
IT-Consulting,Data Automation,delta.com,51 to 200,Director,F,65,10,D,Taiwan
IT-Consulting,Data Automation,tquality.co.uk,201 to 500,Director,F,65,10,D,Tajikistan
IT-Consulting,Data Automation,jcpsolicitors.co.uk,501 to 1000,Director,F,65,10,D,"Tanzania, United Republic Of"
IT-Consulting,Data Automation,pall.com,51 to 200,Director,F,65,10,D,Thailand
IT-Consulting,Data Automation,bethanyschool.org.uk,1001 to 5000,Director,F,65,10,D,Togo
IT-Consulting,Data Automation,enigma-marketing.co.uk,1001 to 5000,Director,F,65,10,D,Tokelau
IT-Consulting,Data Automation,fctc.co.uk,1001 to 5000,Director,F,65,10,D,Tonga
IT-Consulting,Data Automation,it7.net,201 to 500,Director,F,65,10,D,Trinidad And Tobago
IT-Consulting,Data Automation,macandmacinteriors.co.uk,10001+,Director,F,65,10,D,Tunisia
IT-Consulting,Data Automation,morganlewis.com,1001 to 5000,Director,F,65,10,D,Turkey
IT-Consulting,Data Automation,pmg.ie,1001 to 5000,V-Level,F,65,10,D,Turkmenistan
IT-Consulting,Data Automation,ukerna.ac.uk,501 to 1000,Director,F,65,10,D,Turks And Caicos Islands
IT-Consulting,Data Automation,wiltshire.ac.uk,11 to 50,V-Level,F,65,10,D,Tuvalu
IT-Consulting,Data Automation,xlgs.com,51 to 200,Director,F,65,10,D,Uganda
IT-Consulting,Data Automation,tcs-plc.co.uk,10001+,Director,F,64,10,D,Ukraine
IT-Consulting,Data Automation,cdfgroupltd.com,5001 to 10000,Director,F,64,10,D,United Arab Emirates
IT-Consulting,Data Automation,ucl.ac.uk,201 to 500,Director,F,64,10,D,United Kingdom
IT-Consulting,Data Automation,kcom.net.uk,501 to 1000,Director,F,64,10,D,United States
IT-Consulting,Data Automation,rlyl.com,501 to 1000,Director,F,64,10,D,United States Minor Outlying Islands
IT-Consulting,Data Automation,phoenix.com,5001 to 10000,Director,F,64,10,D,Uruguay
IT-Consulting,Data Automation,cbre.com,1001 to 5000,Director,F,64,10,D,Uzbekistan
IT-Consulting,Data Automation,jeyes.com,5001 to 10000,Director,F,64,10,D,Vanuatu
IT-Consulting,Data Automation,britishcouncil.org,1001 to 5000,Director,F,64,10,D,Vatican City State
IT-Consulting,Data Automation,egstudios.com,501 to 1000,Director,F,64,10,D,Venezuela
IT-Consulting,Data Automation,snapdata.com,501 to 1000,Director,F,64,10,D,Viet Nam
IT-Consulting,Data Automation,russmedia.com,501 to 1000,Director,F,64,10,D,Virgin Islands (u.s.)
IT-Consulting,Data Automation,adp.com,1 to 10,V-Level,F,64,10,D,Wallis And Futuna Islands
IT-Consulting,Data Automation,tolhurstfisher.com,501 to 1000,Director,F,64,10,D,Western Sahara
IT-Consulting,Data Automation,talarius.co.uk,201 to 500,Director,F,64,10,D,Yemen
IT-Consulting,Data Automation,lexus.co.uk,1001 to 5000,Director,F,64,10,D,Zambia
IT-Consulting,Data Automation,aksteel.com,10001+,Director,F,64,10,D,Zimbabwe
IT-Consulting,Data Automation,anecto.com,501 to 1000,Director,F,64,10,D,Yemen
IT-Consulting,Data Automation,eleathergroup.com,1001 to 5000,Director,F,64,10,D,Zambia
IT-Consulting,Data Automation,epam.com,1001 to 5000,Director,F,64,10,D,Zimbabwe
IT-Consulting,Data Automation,fordcredit.com,51 to 200,Director,F,64,10,D,Afghanistan
IT-Consulting,Data Automation,hlas.co.uk,51 to 200,Director,F,64,10,D,Aland Islands
IT-Consulting,Data Automation,interpumphydraulicsuk.com,51 to 200,Director,F,64,10,D,Albania
IT-Consulting,Data Automation,itclinic.london,201 to 500,Director,F,64,10,D,Algeria
IT-Consulting,Data Automation,jnj.com,51 to 200,V-Level,F,64,10,D,American Samoa
IT-Consulting,Data Automation,maltbyacademy.org,201 to 500,Director,F,64,10,D,Andorra
IT-Consulting,Data Automation,patten.co.uk,201 to 500,Director,F,64,10,D,Angola
IT-Consulting,Data Automation,radioscape.com,51 to 200,V-Level,F,64,10,D,Anguilla
IT-Consulting,Data Automation,ramadaresortlara.com,501 to 1000,Director,F,64,10,D,Antarctica
IT-Consulting,Data Automation,thecontentgroup.com,201 to 500,Director,F,64,10,D,Antigua And Barbuda
IT-Consulting,Data Automation,thermofisher.com,501 to 1000,Director,F,64,10,D,Argentina
IT-Consulting,Data Automation,winston.com,201 to 500,Director,F,64,10,D,Armenia
IT-Consulting,Data Automation,zoombb.co.uk,201 to 500,Director,F,64,10,D,Aruba
IT-Consulting,Data Automation,zsc-pbt-tnma-1d3.nhs.uk,10001+,V-Level,F,64,10,D,Ascension Island
IT-Consulting,Data Automation,sse.com,501 to 1000,Director,F,63,10,D,Australia
IT-Consulting,Data Automation,geniusreserve.co.uk,10001+,Director,F,63,10,D,Austria
IT-Consulting,Data Automation,lewispr.com,11 to 50,Director,F,63,10,D,Azerbaijan
IT-Consulting,Data Automation,cardiff.ac.uk,5001 to 10000,Director,F,63,10,D,Bahamas
IT-Consulting,Data Automation,orbital.net,10001+,Director,F,63,10,D,Bahrain
IT-Consulting,Data Automation,ifnl.net,501 to 1000,Director,F,63,10,D,Bangladesh
IT-Consulting,Data Automation,didata.com,501 to 1000,C-Level,F,63,10,D,Barbados
IT-Consulting,Data Automation,imperial.ac.uk,501 to 1000,C-Level,F,63,10,D,Belarus
IT-Consulting,Data Automation,uea.ac.uk,1001 to 5000,Director,F,63,10,D,Belgium
IT-Consulting,Data Automation,mgs.co.uk,501 to 1000,Director,F,63,10,D,Belize
IT-Consulting,Data Automation,wallproducts.com,1001 to 5000,Director,F,63,10,D,Benin
IT-Consulting,Data Automation,shell.com,1001 to 5000,Director,F,63,10,D,Bermuda
IT-Consulting,Data Automation,unitedmembers.net,501 to 1000,Director,F,63,10,D,Bhutan
IT-Consulting,Data Automation,akamai.com,501 to 1000,Director,F,63,10,D,Bolivia
IT-Consulting,Data Automation,ask4.net,501 to 1000,Director,F,63,10,D,Bosnia And Herzegovina
IT-Consulting,Data Automation,people-in-action.co.uk,501 to 1000,V-Level,F,63,10,D,Botswana
IT-Consulting,Data Automation,utlindia.com,1001 to 5000,Director,F,63,10,D,Bouvet Island
IT-Consulting,Data Automation,baxter.com,1001 to 5000,V-Level,F,63,10,D,Brazil
IT-Consulting,Data Automation,birchmere.co.uk,1 to 10,Director,F,63,10,D,British Indian Ocean Territory
IT-Consulting,Data Automation,britishairways.com,1001 to 5000,Director,F,63,10,D,British Virgin Islands
IT-Consulting,Data Automation,ca.gov,501 to 1000,Director,F,63,10,D,Brunei Darussalam
IT-Consulting,Data Automation,clarke-controls.co.uk,51 to 200,Director,F,63,10,D,Bulgaria
IT-Consulting,Data Automation,comserv-uk.com,201 to 500,Director,F,63,10,D,Burkina Faso
IT-Consulting,Data Automation,ddb.com,51 to 200,V-Level,F,63,10,D,Burundi
IT-Consulting,Data Automation,fujitsu.com,501 to 1000,Director,F,63,10,D,Cambodia
IT-Consulting,Data Automation,hamilton-anderson.com,201 to 500,Director,F,63,10,D,Cameroon
IT-Consulting,Data Automation,homeaway.com,201 to 500,Director,F,63,10,D,Canada
IT-Consulting,Data Automation,hotwireglobal.com,1001 to 5000,V-Level,F,63,10,D,Cape Verde
IT-Consulting,Data Automation,kingfisher.com,10001+,V-Level,F,63,10,D,Cayman Islands
IT-Consulting,Data Automation,marshall-trailers.co.uk,1001 to 5000,Director,F,63,10,D,Central African Republic
IT-Consulting,Data Automation,nenplas.co.uk,51 to 200,V-Level,F,63,10,D,Chad
IT-Consulting,Data Automation,newsquest.co.uk,51 to 200,Director,F,63,10,D,Chile
IT-Consulting,Data Automation,proplasltd.co.uk,1001 to 5000,Director,F,63,10,D,China
IT-Consulting,Data Automation,riccallcare.co.uk,1001 to 5000,Director,F,63,10,D,Christmas Island
IT-Consulting,Data Automation,sns.nl,51 to 200,V-Level,F,63,10,D,Cocos Islands
IT-Consulting,Data Automation,synoptek.com,501 to 1000,V-Level,F,63,10,D,Colombia
IT-Consulting,Data Automation,texas.gov,51 to 200,Director,F,63,10,D,Comoras
IT-Consulting,Data Automation,watsonwyatt.co.uk,201 to 500,V-Level,F,63,10,D,Congo
IT-Consulting,Data Automation,everycloud.eu,1 to 10,C-Level,F,62,10,D,Cook Islands
IT-Consulting,Data Automation,ulster.ac.uk,10001+,Director,F,62,10,D,Costa Rica
IT-Consulting,Data Automation,westminster.ac.uk,10001+,Director,F,62,10,D,Cote D Ivoire
IT-Consulting,Data Automation,discovery.com,1001 to 5000,C-Level,F,62,10,D,Croatia
IT-Consulting,Data Automation,claranet.co.uk,201 to 500,Director,F,62,10,D,Cuba
IT-Consulting,Data Automation,mfuse.com,1001 to 5000,Director,F,62,10,D,Cyprus
IT-Consulting,Data Automation,lanarkshirecarepartners.support,5001 to 10000,Director,F,62,10,D,Czech Republic
IT-Consulting,Data Automation,lmco.com,1001 to 5000,Director,F,62,10,D,Denmark
IT-Consulting,Data Automation,dartmouthcapital.co.uk,1001 to 5000,Director,F,62,10,D,Djibouti
IT-Consulting,Data Automation,southco.com,1001 to 5000,Director,F,62,10,D,Dominica
IT-Consulting,Data Automation,cmegroup.com,1001 to 5000,Director,F,62,10,D,Dominican Republic
IT-Consulting,Data Automation,sandwell.gov.uk,51 to 200,Director,F,62,10,D,East Timor
IT-Consulting,Data Automation,brookfield.com,5001 to 10000,V-Level,F,62,10,D,Ecuador
IT-Consulting,Data Automation,andersonacoustics.co.uk,1001 to 5000,Director,F,62,10,D,Egypt
IT-Consulting,Data Automation,cd-group.com,10001+,Director,F,62,10,D,El Salvador
IT-Consulting,Data Automation,docstogo.co.uk,1001 to 5000,Director,F,62,10,D,Equatorial Guinea
IT-Consulting,Data Automation,eastsussex.gov.uk,1001 to 5000,Director,F,62,10,D,Eritrea
IT-Consulting,Data Automation,garbuiodickinson.eu,5001 to 10000,Director,F,62,10,D,Estonia
IT-Consulting,Data Automation,infohall.com.br,201 to 500,Director,F,62,10,D,Ethiopia
IT-Consulting,Data Automation,ip-149-202-174.eu,501 to 1000,Director,F,62,10,D,European Union
IT-Consulting,Data Automation,lonefarm.co.uk,51 to 200,Director,F,62,10,D,Falkland Islands
IT-Consulting,Data Automation,mac56.co.uk,201 to 500,Director,F,62,10,D,Faroe Islands
IT-Consulting,Data Automation,morrislane.co.uk,11 to 50,Director,F,62,10,D,Fiji
IT-Consulting,Data Automation,myitworks.com,51 to 200,Director,F,62,10,D,Finland
IT-Consulting,Data Automation,slinvest.co.uk,51 to 200,Director,F,62,10,D,France
IT-Consulting,Data Automation,studiopeople.com,201 to 500,Director,F,62,10,D,France Metropolitan
IT-Consulting,Data Automation,telesign.com,51 to 200,Director,F,62,10,D,French Guiana
IT-Consulting,Data Automation,toshiba.com,501 to 1000,Director,F,62,10,D,French Polynesia
IT-Consulting,Data Automation,trafford.gov.uk,201 to 500,Director,F,62,10,D,French Southern Territories
IT-Consulting,Data Automation,uksv.net,11 to 50,V-Level,F,62,10,D,Gabon
IT-Consulting,Data Automation,wartsila.com,1 to 10,Director,F,62,10,D,Gambia
IT-Consulting,Data Automation,localdial.com,5001 to 10000,Director,F,61,10,D,Georgia
IT-Consulting,Data Automation,masergy.com,11 to 50,C-Level,F,61,10,D,Germany
IT-Consulting,Data Automation,voiceinc.org,10001+,Director,F,61,10,D,Ghana
IT-Consulting,Data Automation,fticonsulting.com,10001+,C-Level,F,61,10,D,Gibraltar
IT-Consulting,Data Automation,bandwidth.co.uk,201 to 500,Director,F,61,10,D,Greece
IT-Consulting,Data Automation,redstation.net.uk,1001 to 5000,Director,F,61,10,D,Greenland
IT-Consulting,Data Automation,blackerhall.com,10001+,Director,F,61,10,D,Grenada
IT-Consulting,Data Automation,historicengland.org.uk,1001 to 5000,C-Level,F,61,10,D,Guadeloupe
IT-Consulting,Data Automation,riversidetanker.com,1001 to 5000,Director,F,61,10,D,Guam
IT-Consulting,Data Automation,fticonsulting.com,201 to 500,Director,F,61,10,D,Guatemala
IT-Consulting,Data Automation,wtpartnership.com,501 to 1000,Director,F,61,10,D,Guernsey
IT-Consulting,Data Automation,afbini.gov.uk,501 to 1000,Director,F,61,10,D,Guinea
IT-Consulting,Data Automation,cloudscapeconnect.co.uk,1001 to 5000,Director,F,61,10,D,Guinea-bissau
IT-Consulting,Data Automation,adlerandallan.co.uk,201 to 500,Director,F,61,10,D,Guyana
IT-Consulting,Data Automation,aon.com,501 to 1000,Director,F,61,10,D,Haiti
IT-Consulting,Data Automation,cendant.com,201 to 500,V-Level,F,61,10,D,Heard & Mcdonald Island
IT-Consulting,Data Automation,datarobot.com,501 to 1000,Director,F,61,10,D,Honduras
IT-Consulting,Data Automation,factsline.co.uk,201 to 500,Director,F,61,10,D,Hong Kong
IT-Consulting,Data Automation,mutualbenefitsmfb.com.ng,51 to 200,V-Level,F,61,10,D,Hungary
IT-Consulting,Data Automation,prohire.plc.uk,51 to 200,V-Level,F,61,10,D,Iceland
IT-Consulting,Data Automation,radcliffe-gower.com,10001+,Director,F,61,10,D,India
IT-Consulting,Data Automation,reidbrothers.co.uk,201 to 500,Director,F,61,10,D,Indonesia
IT-Consulting,Data Automation,rmor.co,201 to 500,Director,F,61,10,D,Iran
IT-Consulting,Data Automation,jardinemotors.co.uk,201 to 500,C-Level,F,60,10,D,Iraq
IT-Consulting,Data Automation,finlaybrewer.co.uk,1001 to 5000,Director,F,60,10,D,Ireland
IT-Consulting,Data Automation,zebra.com,1001 to 5000,Director,F,60,10,D,Isle Of Man
IT-Consulting,Data Automation,ice.org.uk,501 to 1000,V-Level,F,60,10,D,Israel
IT-Consulting,Data Automation,dbg.co.uk,501 to 1000,Director,F,60,10,D,Italy
IT-Consulting,Data Automation,thomsonreuters.com,1001 to 5000,Director,F,60,10,D,Jamaica
IT-Consulting,Data Automation,regus.com,10001+,Director,F,60,10,D,Japan
IT-Consulting,Data Automation,adsl.co.za,10001+,Director,F,60,10,D,Jersey
IT-Consulting,Data Automation,redhat.com,501 to 1000,Director,F,60,10,D,Jordan
IT-Consulting,Data Automation,netergy.com,501 to 1000,Director,F,60,10,D,Kazakhstan
IT-Consulting,Data Automation,isg-one.com,201 to 500,Director,F,60,10,D,Kenya
IT-Consulting,Data Automation,derbyshire.org,1001 to 5000,Director,F,60,10,D,Kiribati
IT-Consulting,Data Automation,dicomgroup.com,501 to 1000,Director,F,60,10,D,"Korea, Dem. Peoples Rep Of"
IT-Consulting,Data Automation,ilemonrain.com,201 to 500,V-Level,F,60,10,D,"Korea, Republic Of"
IT-Consulting,Data Automation,karelia.gr,11 to 50,V-Level,F,60,10,D,Kuwait
IT-Consulting,Data Automation,lottery.ie,11 to 50,Director,F,60,10,D,Kyrgyzstan
IT-Consulting,Data Automation,mahekor.com,51 to 200,Director,F,60,10,D,Lao PDR
IT-Consulting,Data Automation,mercer.com,1 to 10,Director,F,60,10,D,Latvia
IT-Consulting,Data Automation,mercerhr.com,1 to 10,Director,F,60,10,D,Lebanon
IT-Consulting,Data Automation,miswa.com,201 to 500,Director,F,60,10,D,Lesotho
IT-Consulting,Data Automation,perform.org.uk,501 to 1000,V-Level,F,60,10,D,Liberia
IT-Consulting,Data Automation,ptc.com,10001+,Director,F,60,10,D,Libyan Arab Jamahiriya
IT-Consulting,Data Automation,thehighstreetgroup.com,51 to 200,Director,F,60,10,D,Liechtenstein
IT-Consulting,Data Automation,wynnstay.co.uk,501 to 1000,Director,F,60,10,D,Lithuania
IT-Consulting,Data Automation,yuenergy.co.uk,51 to 200,Director,F,60,10,D,Luxembourg
IT-Consulting,Data Automation,hants.gov.uk,10001+,Director,D,0,1,F,Macau
IT-Consulting,Data Automation,autoguide.co.uk,10001+,Director,D,0,1,F,Macedonia
IT-Consulting,Data Automation,kent.gov.uk,1001 to 5000,Director,D,0,1,F,Madagascar
IT-Consulting,Data Automation,chp.co.uk,1001 to 5000,Director,D,0,1,F,Malawi
IT-Consulting,Data Automation,esggroup.co.uk,501 to 1000,C-Level,D,0,1,F,Malaysia
IT-Consulting,Data Automation,johngrimes.co.uk,5001 to 10000,Director,D,0,1,F,Maldives
IT-Consulting,Data Automation,triton-partners.com,10001+,Director,D,0,1,F,Mali
IT-Consulting,Data Automation,evinox.co.uk,1001 to 5000,Director,D,0,1,F,Malta
IT-Consulting,Data Automation,bowmansculpture.com,501 to 1000,C-Level,D,0,1,F,Marshall Islands
IT-Consulting,Data Automation,cahunter.co.uk,5001 to 10000,Director,D,0,1,F,Martinique
IT-Consulting,Data Automation,ciphertel.com,5001 to 10000,Director,D,0,1,F,Mauritania
IT-Consulting,Data Automation,datelgroup.com,1001 to 5000,Director,D,0,1,F,Mauritius
IT-Consulting,Data Automation,fairinvestment.co.uk,1001 to 5000,Director,D,0,1,F,Mayotte
IT-Consulting,Data Automation,fldoe.org,1001 to 5000,Director,D,0,1,F,Mexico
IT-Consulting,Data Automation,gfiholdings.co.uk,5001 to 10000,Director,D,0,1,F,Micronesia
IT-Consulting,Data Automation,jrcslate.co.uk,10001+,Director,D,0,1,F,Moldava Republic Of
IT-Consulting,Data Automation,m2team.de,10001+,Director,D,0,1,F,Monaco
IT-Consulting,Data Automation,navisite.com,501 to 1000,Director,D,0,1,F,Mongolia
IT-Consulting,Data Automation,passman.fr,10001+,Director,D,0,1,F,Montenegro
IT-Consulting,Data Automation,trimexuk.com,501 to 1000,C-Level,D,0,1,F,Montserrat
IT-Consulting,Data Automation,westgarthfurniture.co.uk,5001 to 10000,Director,D,0,1,F,Morocco
IT-Consulting,Data Automation,withersworldwide.com,501 to 1000,Director,D,0,1,F,Mozambique
IT-Consulting,Data Automation,xlvetsbacsadmin.co.uk,10001+,C-Level,D,0,1,F,Myanmar
IT-Consulting,Data Automation,brunel.ac.uk,1001 to 5000,Director,D,0,1,F,Namibia
IT-Consulting,Data Automation,marin.nl,501 to 1000,C-Level,D,0,1,F,Nauru
IT-Consulting,Data Automation,derwentside.org.uk,201 to 500,Director,D,0,1,F,Nepal
IT-Consulting,Data Automation,heckmondwike-fb.co.uk,1001 to 5000,Director,D,0,1,F,Netherlands
IT-Consulting,Data Automation,axiom-ms.com,1001 to 5000,Director,D,0,1,F,Netherlands Antilles
IT-Consulting,Data Automation,ad-air.com,1001 to 5000,Director,D,0,1,F,New Caledonia
IT-Consulting,Data Automation,yoomedia.com,1001 to 5000,Director,D,0,1,F,New Zealand
IT-Consulting,Data Automation,soton.ac.uk,1001 to 5000,Director,D,0,1,F,Nicaragua
IT-Consulting,Data Automation,springer.com,1001 to 5000,Director,D,0,1,F,Niger
IT-Consulting,Data Automation,etechcomponents.com,1001 to 5000,Director,D,0,1,F,Nigeria
IT-Consulting,Data Automation,tecnoland.cv,1001 to 5000,Director,D,0,1,F,Niue
IT-Consulting,Data Automation,askitsdone.net,501 to 1000,Director,D,0,1,F,Norfolk Island
IT-Consulting,Data Automation,axa-winterthur.ch,10001+,Director,D,0,1,F,Northern Mariana Islands
IT-Consulting,Data Automation,cdsgroup.co.uk,501 to 1000,Director,D,0,1,F,Norway
IT-Consulting,Data Automation,cirencester.ac.uk,5001 to 10000,Director,D,0,1,F,Oman
IT-Consulting,Data Automation,crec.org,1001 to 5000,Director,D,0,1,F,Pakistan
IT-Consulting,Data Automation,diamond.ac.uk,5001 to 10000,Director,D,0,1,F,Palau
IT-Consulting,Data Automation,f2f.us,1001 to 5000,Director,D,0,1,F,Palestine
IT-Consulting,Data Automation,flowserve.com,1001 to 5000,C-Level,D,0,1,F,Panama
IT-Consulting,Data Automation,henrybath.com,10001+,Director,D,0,1,F,Papua New Guinea
IT-Consulting,Data Automation,listers.co.uk,10001+,C-Level,D,0,1,F,Paraguay
IT-Consulting,Data Automation,montrica.com,5001 to 10000,Director,D,0,1,F,Peru
IT-Consulting,Data Automation,nec-g.com,5001 to 10000,C-Level,D,0,1,F,Philippines
IT-Consulting,Data Automation,oca-arb.co.uk,5001 to 10000,C-Level,D,0,1,F,Pitcairn
IT-Consulting,Data Automation,oftc.net,1001 to 5000,Director,D,0,1,F,Poland
IT-Consulting,Data Automation,rowan-timber.co.uk,10001+,Director,D,0,1,F,Portugal
IT-Consulting,Data Automation,rtv-live.de,1001 to 5000,Director,D,0,1,F,Puerto Rico
IT-Consulting,Data Automation,wpri.com,10001+,Director,D,0,1,F,Qatar
IT-Consulting,Data Automation,gold.ac.uk,1001 to 5000,C-Level,D,0,1,F,Reunion
IT-Consulting,Data Automation,servicedcloud.com,5001 to 10000,C-Level,D,0,1,F,Romania
IT-Consulting,Data Automation,independentvetcare.co.uk,1001 to 5000,Director,D,0,1,F,Russia
IT-Consulting,Data Automation,enherts-tr.nhs.uk,10001+,Director,D,0,1,F,Rwanda
IT-Consulting,Data Automation,skanska.com,10001+,Director,D,0,1,F,Saint Kitts And Nevis
IT-Consulting,Data Automation,callflowsolutions.com,201 to 500,Director,D,0,1,F,Saint Lucia
IT-Consulting,Data Automation,redstor.com,501 to 1000,Director,D,0,1,F,Saint Vincent And The Grenadines
IT-Consulting,Data Automation,ferry-marina.co.uk,10001+,C-Level,D,0,1,F,Samoa
IT-Consulting,Data Automation,safenames.net,1001 to 5000,C-Level,D,0,1,F,San Marino
IT-Consulting,Data Automation,taqaglobal.com,10001+,Director,D,0,1,F,Sao Tome And Principe
IT-Consulting,Data Automation,city-security-services.co.uk,1001 to 5000,C-Level,D,0,1,F,Saudi Arabia
IT-Consulting,Data Automation,thegiftedstationeryco.com,501 to 1000,Director,D,0,1,F,Scotland
IT-Consulting,Data Automation,marjon.ac.uk,501 to 1000,Director,D,0,1,F,Senegal
IT-Consulting,Data Automation,royalholloway.ac.uk,501 to 1000,C-Level,D,0,1,F,Serbia
IT-Consulting,Data Automation,epicor.com,501 to 1000,Director,D,0,1,F,Seychelles
IT-Consulting,Data Automation,alchemis.co.uk,501 to 1000,Director,D,0,1,F,Sierra Leone
IT-Consulting,Data Automation,aladdin.ie,501 to 1000,Director,D,0,1,F,Singapore
IT-Consulting,Data Automation,aleepartners.com,501 to 1000,C-Level,D,0,1,F,Slovakia
IT-Consulting,Data Automation,allsurgical.co.uk,201 to 500,Director,D,0,1,F,Slovenia
IT-Consulting,Data Automation,ambitiouspr.co.uk,501 to 1000,Director,D,0,1,F,Solomon Islands
IT-Consulting,Data Automation,b-plan.com,501 to 1000,Director,D,0,1,F,Somalia
IT-Consulting,Data Automation,bgeuropa.co.uk,501 to 1000,Director,D,0,1,F,South Africa
IT-Consulting,Data Automation,bmstores.co.uk,201 to 500,Director,D,0,1,F,South Georgia And The South Sandwich Islands
IT-Consulting,Data Automation,design-studios.com,501 to 1000,Director,D,0,1,F,Soviet Union
IT-Consulting,Data Automation,dieboldnixdorf.com,1001 to 5000,Director,D,0,1,F,Spain
IT-Consulting,Data Automation,dyfedit.co.uk,501 to 1000,C-Level,D,0,1,F,Sri Lanka
IT-Consulting,Data Automation,foodalert.com,1001 to 5000,Director,D,0,1,F,St. Helena
IT-Consulting,Data Automation,granary-hotel.co.uk,1001 to 5000,Director,D,0,1,F,St. Pierre And Miquelon
IT-Consulting,Data Automation,po12.com,1001 to 5000,Director,D,0,1,F,Sudan
IT-Consulting,Data Automation,scriberia.co.uk,1001 to 5000,Director,D,0,1,F,Suriname
IT-Consulting,Data Automation,southwark.gov.uk,1001 to 5000,Director,D,0,1,F,Svalbard And Jan Mayen
IT-Consulting,Data Automation,southwestfixings.co.uk,201 to 500,Director,D,0,1,F,Swaziland
IT-Consulting,Data Automation,strongrockassc.com,501 to 1000,C-Level,D,0,1,F,Sweden
IT-Consulting,Data Automation,veesp.com,501 to 1000,C-Level,D,0,1,F,Switzerland
IT-Consulting,Data Automation,vital-group.net,201 to 500,Director,D,0,1,F,Syrian Arab Republic
IT-Consulting,Data Automation,websushi.co.uk,201 to 500,Director,D,0,1,F,Taiwan
IT-Consulting,Data Automation,serverhouse.co.uk,501 to 1000,Director,D,0,1,F,Tajikistan
IT-Consulting,Data Automation,sovereign.org.uk,1001 to 5000,Director,D,0,1,F,"Tanzania, United Republic Of"
IT-Consulting,Data Automation,roanza.co.uk,10001+,Director,D,0,1,F,Thailand
IT-Consulting,Data Automation,izrsolutions.com,1001 to 5000,Director,D,0,1,F,Togo
IT-Consulting,Data Automation,ranston.co.uk,10001+,Director,D,0,1,F,Tokelau
IT-Consulting,Data Automation,dimerta.com,1001 to 5000,C-Level,D,0,1,F,Tonga
IT-Consulting,Data Automation,arbordaystop.org.uk,10001+,Director,D,0,1,F,Trinidad And Tobago
IT-Consulting,Data Automation,coventry.gov.uk,10001+,Director,D,0,1,F,Tunisia
IT-Consulting,Data Automation,inetc.net,501 to 1000,Director,D,0,1,F,Turkey
IT-Consulting,Data Automation,kings-school.co.uk,1001 to 5000,Director,D,0,1,F,Turkmenistan
IT-Consulting,Data Automation,cplindustries.co.uk,10001+,Director,D,0,1,F,Turks And Caicos Islands
IT-Consulting,Data Automation,plus.net.uk,1001 to 5000,Director,D,0,1,F,Tuvalu
IT-Consulting,Data Automation,swancoll.ac.uk,5001 to 10000,Director,D,0,1,F,Uganda
IT-Consulting,Data Automation,cardiffmet.ac.uk,10001+,Director,D,0,1,F,Ukraine
IT-Consulting,Data Automation,mail-cognizant.com,5001 to 10000,Director,D,0,1,F,United Arab Emirates
IT-Consulting,Data Automation,jdwilliams.net,1001 to 5000,Director,D,0,1,F,United Kingdom
IT-Consulting,Data Automation,s2hgroup.com,1001 to 5000,Director,D,0,1,F,United States
IT-Consulting,Data Automation,wrightgroupuk.com,10001+,Director,D,0,1,F,United States Minor Outlying Islands
IT-Consulting,Data Automation,acclaimcontracts.co.uk,5001 to 10000,Director,D,0,1,F,Uruguay
IT-Consulting,Data Automation,standardlife.com,501 to 1000,Director,D,0,1,F,Uzbekistan
